file_name,trend,seasonal,stationary,pattern,shifting,dataset_name,train_lens,time_steps,if_univariate,size,type_value,total_len,train/total
NAB_data_KnownCause_3.csv,False,False,True,False,False,NAB,403,4031.0,True,large,Shapelet,,
periodic_data_15_from2020-01-07to2020-01-21_7519.csv,False,False,True,False,False,GAIA,409,4093.0,True,large,mix,,
periodic_data_24_from2020-01-07to2020-01-21_7513.csv,False,False,True,True,False,GAIA,409,4092.0,True,large,Global,,
partially_stationary_data_50_from2020-04-09to2020-04-23_7586.csv,False,False,True,False,False,GAIA,413,4137.0,True,large,Shapelet,,
Yahoo_A1real_4_data.csv,False,False,False,False,False,YAHOO,426,1423.0,True,large,Global,,
Yahoo_A1real_67_data.csv,False,False,False,False,False,YAHOO,426,1423.0,True,large,Shapelet,,
Yahoo_A1real_7_data.csv,True,False,False,False,True,YAHOO,426,1423.0,True,large,Trend,,
Yahoo_A1real_20_data.csv,True,False,False,False,True,YAHOO,426,1422.0,True,large,Shapelet,,
Yahoo_A2synthetic_12_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Contextual,,
Yahoo_A2synthetic_15_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_18_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_21_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_24_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_27_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_3_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_30_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_33_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_36_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_39_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_42_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_45_data.csv,False,False,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_48_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_51_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_54_data.csv,False,False,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_57_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_6_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_60_data.csv,True,True,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_63_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_66_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_69_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_72_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_75_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_78_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_81_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_84_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_87_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_9_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_90_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_93_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_96_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_99_data.csv,True,True,False,False,False,YAHOO,426,1421.0,True,large,Global,,
Yahoo_A2synthetic_67_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,mix,,
Yahoo_A2synthetic_70_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,mix,,
Yahoo_A2synthetic_1_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_10_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_100_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_11_data.csv,False,False,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_13_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_14_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_16_data.csv,True,True,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_17_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_19_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_2_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_20_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_22_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_23_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_25_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_26_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_28_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_29_data.csv,False,True,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_31_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_32_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_34_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_35_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_37_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_38_data.csv,False,False,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_4_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_40_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_41_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_43_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_44_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_46_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_47_data.csv,False,False,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_49_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_5_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_50_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_52_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_53_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_55_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_56_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_58_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_59_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_61_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_62_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_64_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_65_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_68_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_7_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_71_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_73_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_74_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_76_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_77_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_79_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_8_data.csv,False,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_80_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_82_data.csv,True,True,True,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_83_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_85_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_86_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_88_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_89_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_91_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_92_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_94_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_95_data.csv,False,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_97_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A2synthetic_98_data.csv,True,False,False,False,False,YAHOO,426,1421.0,True,large,Shapelet,,
Yahoo_A1real_1_data.csv,False,False,True,False,False,YAHOO,426,1420.0,True,large,mix,,
Yahoo_A1real_21_data.csv,False,False,False,False,False,YAHOO,426,1420.0,True,large,mix,,
Yahoo_A1real_23_data.csv,False,False,True,False,False,YAHOO,426,1420.0,True,large,mix,,
Yahoo_A1real_22_data.csv,False,False,False,False,False,YAHOO,426,1420.0,True,large,Shapelet,,
Yahoo_A1real_8_data.csv,False,False,True,False,False,YAHOO,426,1420.0,True,large,Shapelet,,
Yahoo_A1real_66_data.csv,False,False,True,False,False,YAHOO,427,1424.0,True,large,Shapelet,,
Yahoo_A1real_65_data.csv,False,False,False,False,False,YAHOO,427,1424.0,True,large,Trend,,
Yahoo_A1real_34_data.csv,False,True,True,False,False,YAHOO,428,1427.0,True,large,Global,,
Yahoo_A1real_27_data.csv,False,True,False,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_31_data.csv,True,False,False,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_32_data.csv,True,False,False,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_38_data.csv,False,True,True,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_39_data.csv,False,False,True,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_40_data.csv,False,False,True,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_47_data.csv,False,True,False,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_51_data.csv,False,True,False,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_55_data.csv,True,True,False,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_56_data.csv,True,False,False,False,False,YAHOO,428,1427.0,True,large,mix,,
Yahoo_A1real_52_data.csv,False,True,False,False,False,YAHOO,429,1432.0,True,large,Shapelet,,
Yahoo_A1real_41_data.csv,False,False,True,False,False,YAHOO,430,1435.0,True,large,Global,,
Yahoo_A1real_26_data.csv,False,False,False,False,False,YAHOO,430,1435.0,True,large,mix,,
Yahoo_A1real_25_data.csv,False,False,False,False,False,YAHOO,430,1435.0,True,large,Shapelet,,
Yahoo_A1real_58_data.csv,False,False,False,False,False,YAHOO,430,1435.0,True,large,Shapelet,,
Yahoo_A1real_37_data.csv,False,False,True,False,False,YAHOO,430,1434.0,True,large,Shapelet,,
Yahoo_A1real_2_data.csv,False,False,True,False,False,YAHOO,431,1439.0,True,large,Global,,
Yahoo_A1real_12_data.csv,False,False,True,False,False,YAHOO,431,1439.0,True,large,mix,,
Yahoo_A1real_11_data.csv,False,False,False,False,True,YAHOO,431,1439.0,True,large,Shapelet,,
Yahoo_A1real_13_data.csv,False,True,False,False,False,YAHOO,431,1439.0,True,large,Shapelet,,
Yahoo_A1real_14_data.csv,False,False,True,False,False,YAHOO,431,1439.0,True,large,Shapelet,,
Yahoo_A1real_15_data.csv,False,True,False,False,False,YAHOO,431,1439.0,True,large,Shapelet,,
Yahoo_A1real_33_data.csv,False,False,True,False,False,YAHOO,431,1439.0,True,large,Shapelet,,
Yahoo_A1real_5_data.csv,False,False,True,False,False,YAHOO,431,1439.0,True,large,Shapelet,,
Yahoo_A1real_6_data.csv,False,False,False,False,False,YAHOO,431,1439.0,True,large,Shapelet,,
Yahoo_A1real_10_data.csv,False,False,True,False,False,YAHOO,431,1439.0,True,large,Trend,,
Yahoo_A1real_48_data.csv,False,False,True,False,True,YAHOO,431,1439.0,True,large,Trend,,
Yahoo_A1real_50_data.csv,False,False,False,False,False,YAHOO,431,1439.0,True,large,Trend,,
Yahoo_A1real_63_data.csv,False,False,True,False,False,YAHOO,431,1439.0,True,large,Trend,,
partially_stationary_data_2_from2019-09-23to2019-10-08_7569.csv,False,False,True,False,False,GAIA,432,4320.0,True,large,Global,,
Yahoo_A1real_57_data.csv,True,True,False,False,False,YAHOO,432,1441.0,True,large,Contextual,,
Yahoo_A1real_28_data.csv,True,True,False,False,False,YAHOO,432,1441.0,True,large,Global,,
Yahoo_A1real_46_data.csv,True,True,False,False,False,YAHOO,432,1441.0,True,large,Global,,
Yahoo_A1real_29_data.csv,False,False,False,False,False,YAHOO,432,1441.0,True,large,mix,,
Yahoo_A1real_61_data.csv,False,False,False,False,False,YAHOO,432,1441.0,True,large,mix,,
Yahoo_A1real_45_data.csv,False,False,True,False,False,YAHOO,432,1440.0,True,large,Global,,
Yahoo_A1real_42_data.csv,True,False,False,False,False,YAHOO,432,1440.0,True,large,Shapelet,,
Yahoo_A1real_43_data.csv,False,False,False,False,False,YAHOO,432,1440.0,True,large,Shapelet,,
Yahoo_A1real_24_data.csv,False,False,False,False,False,YAHOO,438,1461.0,True,large,Global,,
Yahoo_A1real_53_data.csv,False,False,False,False,False,YAHOO,438,1461.0,True,large,Global,,
Yahoo_A1real_3_data.csv,True,False,False,False,False,YAHOO,438,1461.0,True,large,mix,,
Yahoo_A1real_30_data.csv,False,True,False,False,False,YAHOO,438,1461.0,True,large,mix,,
Yahoo_A1real_36_data.csv,False,False,True,False,False,YAHOO,438,1461.0,True,large,mix,,
Yahoo_A1real_9_data.csv,False,False,True,False,False,YAHOO,438,1461.0,True,large,mix,,
Yahoo_A1real_16_data.csv,False,False,True,False,False,YAHOO,438,1461.0,True,large,Shapelet,,
Yahoo_A1real_18_data.csv,False,False,True,False,False,YAHOO,438,1461.0,True,large,Shapelet,,
Yahoo_A1real_44_data.csv,False,True,True,False,False,YAHOO,438,1461.0,True,large,Shapelet,,
Yahoo_A1real_60_data.csv,False,False,True,False,False,YAHOO,438,1461.0,True,large,Shapelet,,
Yahoo_A1real_49_data.csv,False,False,True,False,False,YAHOO,438,1461.0,True,large,Trend,,
T-9_439.csv,False,False,True,False,False,NASA-MSL-new,439,1535.0,True,large,Shapelet,,
NAB_data_CloudWatch_14.csv,True,False,False,False,False,NAB,462,4620.0,True,large,Shapelet,,
NAB_data_CloudWatch_12.csv,False,False,True,False,False,NAB,472,4729.0,True,large,Shapelet,,
NAB_data_CloudWatch_9.csv,False,False,True,False,False,NAB,472,4729.0,True,large,Shapelet,,
periodic_data_32_from2020-01-02to2020-01-19_7467.csv,False,True,True,True,False,GAIA,477,4779.0,True,large,Global,,
periodic_data_40_from2020-01-02to2020-01-19_7474.csv,False,False,True,False,False,GAIA,493,4934.0,True,large,Global,,
periodic_data_3_from2020-01-02to2020-01-19_7469.csv,False,True,True,True,False,GAIA,494,4945.0,True,large,mix,,
periodic_data_1_from2020-01-02to2020-01-19_7468.csv,False,False,True,True,False,GAIA,494,4945.0,True,large,Shapelet,,
YahooA3Benchmark-TS13_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS21_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS22_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS24_data.csv,False,True,True,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS36_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS42_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS50_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS51_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS58_data.csv,False,True,True,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS60_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS72_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS74_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS80_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS88_data.csv,False,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS16_data.csv,True,True,True,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS22_data.csv,True,True,False,False,True,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS25_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS27_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS28_data.csv,False,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS31_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS32_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS35_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS36_data.csv,False,False,False,False,True,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS37_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS4_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS41_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS44_data.csv,False,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS45_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS46_data.csv,False,True,False,False,True,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS58_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS59_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS6_data.csv,False,True,True,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS60_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS61_data.csv,False,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS62_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS81_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS85_data.csv,False,False,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS87_data.csv,True,True,True,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS90_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS91_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS94_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS97_data.csv,True,True,False,False,True,YAHOO,504,1680.0,True,large,Contextual,,
YahooA4Benchmark-TS99_data.csv,False,True,False,False,False,YAHOO,504,1680.0,True,large,Contextual,,
YahooA3Benchmark-TS1_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS10_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS11_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS12_data.csv,False,True,True,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS15_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS16_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS17_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS18_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS19_data.csv,True,True,False,False,True,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS2_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS20_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS23_data.csv,False,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS25_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS26_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
YahooA3Benchmark-TS27_data.csv,True,True,False,False,False,YAHOO,504,1680.0,True,large,Global,,
