date,data,cols
449,SMD server telemetry placeholder.,channel1
450,SMD server telemetry placeholder.,channel1
451,SMD server telemetry placeholder.,channel1
452,SMD server telemetry placeholder.,channel1
453,SMD server telemetry placeholder.,channel1
454,SMD server telemetry placeholder.,channel1
455,SMD server telemetry placeholder.,channel1
456,SMD server telemetry placeholder.,channel1
457,SMD server telemetry placeholder.,channel1
458,SMD server telemetry placeholder.,channel1
459,SMD server telemetry placeholder.,channel1
460,SMD server telemetry placeholder.,channel1
461,SMD server telemetry placeholder.,channel1
462,SMD server telemetry placeholder.,channel1
463,SMD server telemetry placeholder.,channel1
464,SMD server telemetry placeholder.,channel1
465,SMD server telemetry placeholder.,channel1
466,SMD server telemetry placeholder.,channel1
467,SMD server telemetry placeholder.,channel1
468,SMD server telemetry placeholder.,channel1
469,SMD server telemetry placeholder.,channel1
470,SMD server telemetry placeholder.,channel1
471,SMD server telemetry placeholder.,channel1
472,SMD server telemetry placeholder.,channel1
473,SMD server telemetry placeholder.,channel1
474,SMD server telemetry placeholder.,channel1
475,SMD server telemetry placeholder.,channel1
476,SMD server telemetry placeholder.,channel1
477,SMD server telemetry placeholder.,channel1
478,SMD server telemetry placeholder.,channel1
479,SMD server telemetry placeholder.,channel1
480,SMD server telemetry placeholder.,channel1
481,SMD server telemetry placeholder.,channel1
482,SMD server telemetry placeholder.,channel1
483,SMD server telemetry placeholder.,channel1
484,SMD server telemetry placeholder.,channel1
485,SMD server telemetry placeholder.,channel1
486,SMD server telemetry placeholder.,channel1
487,SMD server telemetry placeholder.,channel1
488,SMD server telemetry placeholder.,channel1
489,SMD server telemetry placeholder.,channel1
490,SMD server telemetry placeholder.,channel1
491,SMD server telemetry placeholder.,channel1
492,SMD server telemetry placeholder.,channel1
493,SMD server telemetry placeholder.,channel1
494,SMD server telemetry placeholder.,channel1
495,SMD server telemetry placeholder.,channel1
496,SMD server telemetry placeholder.,channel1
497,SMD server telemetry placeholder.,channel1
498,SMD server telemetry placeholder.,channel1
499,SMD server telemetry placeholder.,channel1
500,SMD server telemetry placeholder.,channel1
501,SMD server telemetry placeholder.,channel1
502,SMD server telemetry placeholder.,channel1
503,SMD server telemetry placeholder.,channel1
504,SMD server telemetry placeholder.,channel1
505,SMD server telemetry placeholder.,channel1
506,SMD server telemetry placeholder.,channel1
507,SMD server telemetry placeholder.,channel1
508,SMD server telemetry placeholder.,channel1
509,SMD server telemetry placeholder.,channel1
510,SMD server telemetry placeholder.,channel1
511,SMD server telemetry placeholder.,channel1
512,SMD server telemetry placeholder.,channel1
513,SMD server telemetry placeholder.,channel1
514,SMD server telemetry placeholder.,channel1
515,SMD server telemetry placeholder.,channel1
516,SMD server telemetry placeholder.,channel1
517,SMD server telemetry placeholder.,channel1
518,SMD server telemetry placeholder.,channel1
519,SMD server telemetry placeholder.,channel1
520,SMD server telemetry placeholder.,channel1
521,SMD server telemetry placeholder.,channel1
522,SMD server telemetry placeholder.,channel1
523,SMD server telemetry placeholder.,channel1
524,SMD server telemetry placeholder.,channel1
525,SMD server telemetry placeholder.,channel1
526,SMD server telemetry placeholder.,channel1
527,SMD server telemetry placeholder.,channel1
528,SMD server telemetry placeholder.,channel1
529,SMD server telemetry placeholder.,channel1
530,SMD server telemetry placeholder.,channel1
531,SMD server telemetry placeholder.,channel1
532,SMD server telemetry placeholder.,channel1
533,SMD server telemetry placeholder.,channel1
534,SMD server telemetry placeholder.,channel1
535,SMD server telemetry placeholder.,channel1
536,SMD server telemetry placeholder.,channel1
537,SMD server telemetry placeholder.,channel1
538,SMD server telemetry placeholder.,channel1
539,SMD server telemetry placeholder.,channel1
540,SMD server telemetry placeholder.,channel1
541,SMD server telemetry placeholder.,channel1
542,SMD server telemetry placeholder.,channel1
543,SMD server telemetry placeholder.,channel1
544,SMD server telemetry placeholder.,channel1
545,SMD server telemetry placeholder.,channel1
546,SMD server telemetry placeholder.,channel1
547,SMD server telemetry placeholder.,channel1
548,SMD server telemetry placeholder.,channel1
549,SMD server telemetry placeholder.,channel1
550,SMD server telemetry placeholder.,channel1
551,SMD server telemetry placeholder.,channel1
552,SMD server telemetry placeholder.,channel1
553,SMD server telemetry placeholder.,channel1
554,SMD server telemetry placeholder.,channel1
555,SMD server telemetry placeholder.,channel1
556,SMD server telemetry placeholder.,channel1
557,SMD server telemetry placeholder.,channel1
558,SMD server telemetry placeholder.,channel1
559,SMD server telemetry placeholder.,channel1
560,SMD server telemetry placeholder.,channel1
561,SMD server telemetry placeholder.,channel1
562,SMD server telemetry placeholder.,channel1
563,SMD server telemetry placeholder.,channel1
564,SMD server telemetry placeholder.,channel1
565,SMD server telemetry placeholder.,channel1
566,SMD server telemetry placeholder.,channel1
567,SMD server telemetry placeholder.,channel1
568,SMD server telemetry placeholder.,channel1
569,SMD server telemetry placeholder.,channel1
570,SMD server telemetry placeholder.,channel1
571,SMD server telemetry placeholder.,channel1
572,SMD server telemetry placeholder.,channel1
573,SMD server telemetry placeholder.,channel1
574,SMD server telemetry placeholder.,channel1
575,SMD server telemetry placeholder.,channel1
576,SMD server telemetry placeholder.,channel1
577,SMD server telemetry placeholder.,channel1
578,SMD server telemetry placeholder.,channel1
579,SMD server telemetry placeholder.,channel1
580,SMD server telemetry placeholder.,channel1
581,SMD server telemetry placeholder.,channel1
582,SMD server telemetry placeholder.,channel1
583,SMD server telemetry placeholder.,channel1
584,SMD server telemetry placeholder.,channel1
585,SMD server telemetry placeholder.,channel1
586,SMD server telemetry placeholder.,channel1
587,SMD server telemetry placeholder.,channel1
588,SMD server telemetry placeholder.,channel1
589,SMD server telemetry placeholder.,channel1
590,SMD server telemetry placeholder.,channel1
591,SMD server telemetry placeholder.,channel1
592,SMD server telemetry placeholder.,channel1
593,SMD server telemetry placeholder.,channel1
594,SMD server telemetry placeholder.,channel1
595,SMD server telemetry placeholder.,channel1
596,SMD server telemetry placeholder.,channel1
597,SMD server telemetry placeholder.,channel1
598,SMD server telemetry placeholder.,channel1
599,SMD server telemetry placeholder.,channel1
600,SMD server telemetry placeholder.,channel1
601,SMD server telemetry placeholder.,channel1
602,SMD server telemetry placeholder.,channel1
603,SMD server telemetry placeholder.,channel1
604,SMD server telemetry placeholder.,channel1
605,SMD server telemetry placeholder.,channel1
606,SMD server telemetry placeholder.,channel1
607,SMD server telemetry placeholder.,channel1
608,SMD server telemetry placeholder.,channel1
609,SMD server telemetry placeholder.,channel1
610,SMD server telemetry placeholder.,channel1
611,SMD server telemetry placeholder.,channel1
612,SMD server telemetry placeholder.,channel1
613,SMD server telemetry placeholder.,channel1
614,SMD server telemetry placeholder.,channel1
615,SMD server telemetry placeholder.,channel1
616,SMD server telemetry placeholder.,channel1
617,SMD server telemetry placeholder.,channel1
618,SMD server telemetry placeholder.,channel1
619,SMD server telemetry placeholder.,channel1
620,SMD server telemetry placeholder.,channel1
621,SMD server telemetry placeholder.,channel1
622,SMD server telemetry placeholder.,channel1
623,SMD server telemetry placeholder.,channel1
624,SMD server telemetry placeholder.,channel1
625,SMD server telemetry placeholder.,channel1
626,SMD server telemetry placeholder.,channel1
627,SMD server telemetry placeholder.,channel1
628,SMD server telemetry placeholder.,channel1
629,SMD server telemetry placeholder.,channel1
630,SMD server telemetry placeholder.,channel1
631,SMD server telemetry placeholder.,channel1
632,SMD server telemetry placeholder.,channel1
633,SMD server telemetry placeholder.,channel1
634,SMD server telemetry placeholder.,channel1
635,SMD server telemetry placeholder.,channel1
636,SMD server telemetry placeholder.,channel1
637,SMD server telemetry placeholder.,channel1
638,SMD server telemetry placeholder.,channel1
639,SMD server telemetry placeholder.,channel1
640,SMD server telemetry placeholder.,channel1
641,SMD server telemetry placeholder.,channel1
642,SMD server telemetry placeholder.,channel1
643,SMD server telemetry placeholder.,channel1
644,SMD server telemetry placeholder.,channel1
645,SMD server telemetry placeholder.,channel1
646,SMD server telemetry placeholder.,channel1
647,SMD server telemetry placeholder.,channel1
648,SMD server telemetry placeholder.,channel1
649,SMD server telemetry placeholder.,channel1
650,SMD server telemetry placeholder.,channel1
651,SMD server telemetry placeholder.,channel1
652,SMD server telemetry placeholder.,channel1
653,SMD server telemetry placeholder.,channel1
654,SMD server telemetry placeholder.,channel1
655,SMD server telemetry placeholder.,channel1
656,SMD server telemetry placeholder.,channel1
657,SMD server telemetry placeholder.,channel1
658,SMD server telemetry placeholder.,channel1
659,SMD server telemetry placeholder.,channel1
660,SMD server telemetry placeholder.,channel1
661,SMD server telemetry placeholder.,channel1
662,SMD server telemetry placeholder.,channel1
663,SMD server telemetry placeholder.,channel1
664,SMD server telemetry placeholder.,channel1
665,SMD server telemetry placeholder.,channel1
666,SMD server telemetry placeholder.,channel1
667,SMD server telemetry placeholder.,channel1
668,SMD server telemetry placeholder.,channel1
669,SMD server telemetry placeholder.,channel1
670,SMD server telemetry placeholder.,channel1
671,SMD server telemetry placeholder.,channel1
672,SMD server telemetry placeholder.,channel1
673,SMD server telemetry placeholder.,channel1
674,SMD server telemetry placeholder.,channel1
675,SMD server telemetry placeholder.,channel1
676,SMD server telemetry placeholder.,channel1
677,SMD server telemetry placeholder.,channel1
678,SMD server telemetry placeholder.,channel1
679,SMD server telemetry placeholder.,channel1
680,SMD server telemetry placeholder.,channel1
681,SMD server telemetry placeholder.,channel1
682,SMD server telemetry placeholder.,channel1
683,SMD server telemetry placeholder.,channel1
684,SMD server telemetry placeholder.,channel1
685,SMD server telemetry placeholder.,channel1
686,SMD server telemetry placeholder.,channel1
687,SMD server telemetry placeholder.,channel1
688,SMD server telemetry placeholder.,channel1
689,SMD server telemetry placeholder.,channel1
690,SMD server telemetry placeholder.,channel1
691,SMD server telemetry placeholder.,channel1
692,SMD server telemetry placeholder.,channel1
693,SMD server telemetry placeholder.,channel1
694,SMD server telemetry placeholder.,channel1
695,SMD server telemetry placeholder.,channel1
696,SMD server telemetry placeholder.,channel1
697,SMD server telemetry placeholder.,channel1
698,SMD server telemetry placeholder.,channel1
699,SMD server telemetry placeholder.,channel1
